uid	name	rank	parent	description	last_modified	common_name	species_count	split1	short_description
203	Rhyacophilidae	family	Trichoptera	An order of caddisflies, known for their aquatic larvae, which build protective cases from plant material and are found in freshwater habitats. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	free-living caddisflies	1	0	An order of caddisflies, known for their aquatic larvae, which build protective cases from plant material and are found in freshwater habitats.

204	Lepidoptera	order	Insecta	Lepidoptera is an order encompassing butterflies and moths, recognized for their scaled wings and metamorphic life cycle. Larvae (caterpillars) are primarily herbivorous, feeding on leaves or specialized host plants. Adults may feed on nectar, fermenting fruit, or not feed at all. Lepidoptera play vital roles in pollination, herbivory, and as food for other animals, and are extensively studied in ecology and evolution. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:55:45	butterflies and moths	44	1	Lepidoptera is an order encompassing butterflies and moths, recognized for their scaled wings and metamorphic life cycle.

205	Amblypygi	order	Arachnida	Amblypygi, commonly known as tailless whip scorpions or whip spiders, are a distinct order of arachnids characterized by flattened bodies, raptorial pedipalps, and extremely elongated front legs used as sensory appendages. Despite their fearsome appearance, they are harmless to humans and lack venom. They inhabit tropical and subtropical regions, often residing in leaf litter, caves, and under logs. Amblypygids are nocturnal predators that feed on insects and other small invertebrates, relying on tactile cues to detect and ambush prey. Their unique morphology and behavior make them subjects of interest in neuroethological and evolutionary studies. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:55:45	Whip spiders	20	1	Amblypygi, commonly known as tailless whip scorpions or whip spiders, are a distinct order of arachnids characterized by flattened bodies, raptorial pedipalps, and extremely elongated front legs used as sensory appendages.

206	Eukarya	domain		Eukarya is the domain encompassing all organisms with membrane-bound nuclei and organelles, including animals, plants, fungi, and protists. Distinguished from prokaryotes by their complex cell structure, eukaryotes evolved through endosymbiosis and diversified into the major kingdoms of life. This domain includes both unicellular and multicellular lineages and represents the foundation of modern biological classification systems. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	eukaryotes	1764	0	Eukarya is the domain encompassing all organisms with membrane-bound nuclei and organelles, including animals, plants, fungi, and protists.

207	Coleoptera	order	Insecta	Coleoptera, the beetles, is the most diverse order of insects, characterized by hardened forewings (elytra) that protect the delicate hindwings and abdomen. They occupy nearly every ecological niche-from herbivores and predators to scavengers and pollinators. Found in terrestrial and freshwater habitats, beetles range from minute featherwing beetles to large rhinoceros beetles. Their adaptability has led to immense evolutionary success. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:55:45	Beetles	234	1	Coleoptera, the beetles, is the most diverse order of insects, characterized by hardened forewings (elytra) that protect the delicate hindwings and abdomen.

208	Dermaptera	order	Insecta	Order of insects known as earwigs, characterized by pincer-like cerci at the end of the abdomen and nocturnal omnivorous habits. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:55:45	earwigs	19	1	Order of insects known as earwigs, characterized by pincer-like cerci at the end of the abdomen and nocturnal omnivorous habits.

209	Orthoptera	order	Insecta	Orthoptera is an order of insects that includes grasshoppers, crickets, katydids, and locusts. These insects are characterized by enlarged hind legs adapted for jumping, chewing mouthparts, and in many species, the ability to produce sound through stridulation. Orthopterans are found in a variety of terrestrial habitats and play key ecological roles as herbivores, prey, and, in some cases, agricultural pests due to their plant-feeding behavior. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:55:45	grasshoppers and crickets	55	1	Orthoptera is an order of insects that includes grasshoppers, crickets, katydids, and locusts.
